3505,421,5,97
86,394,2,97
910,57,4,100
3633,489,9,65
3475,230,10,19
2571,417,1,33
2315,285,2,6
957,169,2,11
209,302,9,2
179,307,9,97
3964,14,5,85
1977,464,3,35
4245,221,1,85
3138,370,9,19
4209,111,1,80
3469,46,8,88
3344,331,5,67
1995,212,5,14
1225,294,7,74
2443,383,2,54
588,333,9,55
1810,93,1,71
2546,107,6,19
1495,330,7,65
4525,75,6,11
4758,438,5,42
1573,25,9,45
2000,225,2,8
3251,115,3,92
4980,251,2,50
3787,179,8,3
4311,207,7,94
1359,108,2,7
3743,345,8,56
4960,127,7,75
973,442,4,44
881,19,9,54
3483,207,7,94
3202,179,3,3
2290,257,10,97
3027,144,2,33
1336,48,4,19
4606,356,3,4
736,34,4,90
3206,86,3,59
3700,294,8,74
1024,238,7,11
3543,343,8,11
2294,412,1,77
2136,317,2,62
1381,246,4,83
4962,343,6,11
4907,411,10,48
4196,322,2,77
3310,176,2,48
1047,432,8,77
4733,69,2,47
575,372,4,73
2003,366,8,16
500,333,10,55
3036,392,10,79
1518,442,2,44
650,142,6,76
573,178,6,24
4690,332,9,34
3245,284,1,1
2939,192,4,82
650,72,10,62
1015,366,4,16
1219,307,5,97
4890,208,10,55
2886,184,9,1
3009,201,2,29
4879,118,3,8
672,291,2,43
387,438,10,42
4989,49,10,2
384,435,3,91
4406,341,1,76
3178,363,6,85
893,476,7,69
2858,236,5,64
231,182,10,59
472,105,3,48
1607,314,4,32
2060,84,1,86
4529,273,2,32
619,15,9,31
4847,384,1,17
2806,458,4,17
3144,366,1,16
4450,393,7,51
3705,315,10,28
215,373,5,28
855,442,6,44
3370,354,6,38
2910,235,6,84
1781,197,5,47
3660,271,2,12
613,269,1,24
1657,315,5,28
2989,442,5,44
2207,349,2,7
2869,74,10,84
3070,490,4,63
226,170,3,68
134,231,1,89
2655,305,3,28
1695,152,4,34
3338,302,10,2
3681,197,9,47
4860,349,9,7
1924,38,8,62
2203,39,10,7
2725,359,1,78
1377,120,7,82
2493,76,7,6
2860,255,3,73
3407,305,5,28
2847,407,5,59
190,161,3,49
3567,56,2,29
2815,233,9,72
2278,250,3,35
4183,213,2,70
2221,323,4,98
3134,311,7,67
1867,45,10,6
4614,375,3,64
2386,425,5,19
4461,335,2,93
3848,425,4,19
3907,22,5,58
2238,295,9,72
2540,386,5,22
4715,463,1,37
3406,486,10,98
3677,489,9,65
3220,420,6,38
4295,431,4,78
1376,140,4,40
22,394,5,97
658,189,9,40
175,190,10,11
484,487,5,15
3671,483,9,2
3521,279,6,5
2346,201,7,29
3321,398,4,42
3874,450,3,59
4859,89,9,51
401,196,2,97
4399,255,4,73
2160,321,10,19
1315,163,7,8
2636,212,10,14
1058,34,10,90
2858,236,10,64
3058,224,3,9
3899,329,4,91
4646,91,10,66
1048,296,3,24
612,262,3,56
4361,254,5,72
4352,422,2,88
2003,39,6,7
94,270,9,86
3891,159,6,7
4542,41,9,76
4893,213,10,70
2887,490,8,63
4719,104,6,37
1804,397,6,6
1624,356,9,4
3464,26,2,9
4880,144,1,33
1267,282,4,56
3643,324,5,80
4017,487,9,15
2527,79,4,96
1936,384,6,17
3760,465,1,85
2770,168,6,40
2123,458,9,17
3061,294,2,74
3298,235,10,84
1043,448,3,77
97,358,5,100
182,246,6,83
724,373,7,28
4720,86,9,59
3376,69,3,47
4363,328,7,58
3060,278,1,79
2204,111,6,80
2940,222,4,40
606,321,8,19
2814,9,7,2
4505,69,2,47
4579,158,7,29
3938,355,10,36
2173,103,1,17
4882,65,10,88
2484,475,6,23
2431,82,8,66
796,431,8,78
