40435,3211,7,88
37835,2253,3,11
32213,1704,9,7
39733,4139,4,91
21631,4992,2,15
12332,2532,9,7
25335,4086,8,68
4911,2396,5,32
19369,1082,10,52
32146,3439,2,72
29971,3926,3,60
23187,2200,7,30
3112,2442,7,26
33531,4701,9,36
47943,3450,4,30
45802,3619,10,83
23899,3048,6,5
12164,399,8,74
38259,2388,8,63
10685,324,7,57
32003,2899,1,26
22100,4715,5,17
30703,108,9,64
16534,3524,3,88
23689,1015,3,1
15709,3184,8,4
21297,573,5,25
2778,3238,1,96
19154,4875,1,88
20711,498,8,63
15811,3893,3,5
11337,2416,3,11
20198,348,6,69
35683,887,8,5
8218,863,3,25
19261,2151,2,33
18247,3075,5,86
37649,834,9,59
890,1078,6,42
40133,4255,10,12
1863,3294,2,92
40422,1540,8,83
13277,864,4,79
22884,1639,9,68
35866,3895,2,81
37462,4962,2,17
17467,2773,2,54
17090,100,4,71
17106,1103,2,46
1570,3105,9,52
39628,4771,3,53
3670,1821,7,36
2817,2453,8,76
49255,1830,5,61
15937,1496,2,73
13541,2821,6,47
8096,4376,6,19
11035,3242,8,83
3817,3739,10,99
26786,2077,8,26
42486,3214,5,15
22700,1778,3,44
17591,2767,4,48
16843,1232,3,39
4252,1520,8,83
5343,3596,7,89
13706,741,9,23
15285,4265,5,72
3989,1051,7,43
16890,3477,1,47
12925,2293,4,29
36269,1071,7,27
19410,1076,7,30
31590,2591,8,66
2006,4785,4,52
23844,305,9,35
29915,2800,5,7
445,3696,4,30
32018,1414,5,6
28,925,1,32
19985,4087,7,94
11043,4101,4,73
24533,1920,1,26
41436,3443,6,68
9577,251,1,75
38988,4229,4,88
44665,1977,9,24
35957,2664,10,2
34587,4266,7,50
12163,953,10,49
40181,805,4,33
33303,637,9,40
10655,2292,2,6
25755,288,8,60
35749,2205,10,90
48925,3517,9,14
4976,2562,4,47
32892,2161,10,85
49056,1223,7,93
40345,3758,5,19
36578,4325,8,12
30355,946,9,95
13773,1598,9,67
47828,1488,3,72
6599,3272,10,24
12446,2949,2,81
34520,1676,5,62
46829,3306,6,89
7784,4058,8,59
38218,3473,8,9
42345,1249,8,96
40725,3130,7,25
23718,3907,7,64
37395,38,4,44
20924,1462,2,60
28364,1803,6,60
28615,953,3,49
31776,1282,2,56
23603,2922,10,58
8562,2281,7,8
18678,3718,1,12
12321,832,7,13
37616,2760,9,74
10805,2377,7,3
35178,1105,4,87
18126,2320,4,61
9592,4147,6,97
40443,1749,5,70
29408,2975,9,7
44981,1361,8,75
19482,4384,7,35
40276,3515,4,54
44108,4485,6,37
43896,1595,4,56
48005,767,4,79
5142,1565,4,40
13987,2452,7,23
41561,4185,7,49
33888,1557,5,70
28365,2860,10,24
20604,2481,10,58
16106,2699,10,99
29003,4441,5,98
32391,2463,1,30
43436,2263,1,32
30813,1336,3,45
49835,2280,9,56
12865,1904,2,40
46168,618,10,99
28670,3155,7,47
37788,40,4,77
3672,4422,9,30
6684,4658,10,38
21680,2060,3,71
519,4902,3,36
24039,2629,10,23
2995,649,5,16
13299,3231,7,66
33308,1957,6,89
9776,4402,7,18
32183,2722,9,56
28375,1465,7,1
43218,4692,8,70
39890,2363,8,95
23551,208,10,67
197,2750,2,77
7697,2961,4,13
3119,4508,9,32
3200,1734,7,17
39187,3143,5,3
39193,3160,10,32
42640,1765,8,62
20324,273,10,25
37242,177,7,66
36724,4523,1,49
335,4495,8,47
39471,1920,3,26
42718,4825,9,40
32831,2420,7,29
49287,3790,4,78
40776,3124,6,75
7377,2826,5,64
9823,3278,1,79
931,2897,6,2
16843,3217,8,38
29677,3160,7,32
11366,2789,7,17
18073,3670,3,9
38261,816,9,90
37108,1055,6,54
48445,3214,6,15
47242,2657,6,73
41329,1039,5,40
4318,3869,5,31
10805,4031,8,97
2000,1643,10,100
45174,3728,7,14
30806,4485,3,37
18382,3859,4,97
41899,1039,8,40
38556,442,5,100
1130,1389,10,24
27009,553,4,29
13873,3864,7,72
42299,4086,3,68
13253,622,9,5
33265,3426,5,85
6233,1272,5,33
283,3001,8,36
24834,1858,10,30
43140,3606,10,23
49419,810,2,51
48786,4882,10,84
45735,3004,8,94
34312,1818,7,61
7967,3103,1,81
32126,4752,4,48
388,4881,5,55
18297,3800,7,22
5416,2774,3,11
10220,2154,1,18
15727,157,7,79
36184,4051,7,71
48931,4837,6,55
26714,707,4,86
33206,4823,6,70
6462,2557,10,8
5129,3294,4,92
21038,2409,1,1
48040,630,3,6
30215,743,9,97
46774,1435,1,24
25809,1131,1,61
24760,4644,10,94
2274,4324,7,78
32988,4170,3,52
39150,3476,2,12
15847,2816,4,6
38637,1035,3,20
25137,36,5,42
20091,2078,9,97
21300,1450,8,3
34453,1904,1,40
953,2543,9,36
40322,4559,8,36
47531,2582,2,36
32132,3702,7,21
40344,2212,9,1
26833,4714,9,70
10080,2155,7,75
14588,4651,4,45
39359,1435,7,24
4133,4339,6,95
19855,3085,1,63
47448,223,10,15
19673,1204,3,85
3917,3794,3,24
25034,1094,9,70
45019,2082,10,2
49034,2232,6,88
26563,3585,4,34
41286,4747,2,100
37944,4234,6,90
36236,780,10,93
26349,2629,8,23
4409,403,7,17
10153,4838,8,57
12862,4357,3,73
13368,6,8,72
28156,457,7,13
48004,1786,3,79
7171,3031,7,68
2653,60,2,78
27409,2802,2,4
27888,263,2,44
42843,1641,6,56
12949,288,2,60
39242,4867,4,32
26109,3670,5,9
46969,2876,3,34
42048,4755,1,16
49582,1425,8,23
8442,4938,10,42
4042,1897,10,23
49916,1678,8,20
23296,4091,8,77
33753,2151,2,33
7062,4720,2,76
48056,2046,9,28
30151,2220,4,75
3638,2051,3,58
46205,2133,7,54
39007,1659,3,94
19531,1578,9,68
23389,4343,9,90
20232,2765,9,15
23242,1325,10,93
39851,1875,6,38
16354,738,5,93
31522,1023,10,78
32950,1810,5,1
8736,1199,2,6
9554,4450,6,61
11962,3031,10,68
7852,3687,10,62
44213,3393,2,35
43903,2064,9,54
4799,2220,1,75
44855,929,5,56
23838,4950,7,69
37489,1703,7,50
25616,4714,3,70
12167,2928,2,94
18826,3943,4,40
19265,681,5,32
4262,922,8,30
33964,865,1,18
35039,859,8,12
33192,4271,1,63
36375,4878,1,81
44918,4165,1,64
18488,3358,7,33
39228,3578,5,94
9425,505,4,18
28081,4555,8,37
42885,1573,10,53
8483,643,9,47
49384,1716,1,56
8950,4414,10,39
13208,1467,3,77
43960,188,9,91
14869,4188,6,97
42947,3259,8,67
24512,677,4,82
24964,1672,1,68
12356,342,9,21
45508,1770,2,16
15163,1456,10,72
44271,4246,2,98
4609,2445,1,23
31139,1582,2,36
35381,3725,7,66
7580,4101,10,73
37671,2427,2,41
41234,3044,9,31
35263,4843,4,43
28715,1325,10,93
8478,1700,9,34
17746,4406,2,27
46662,1266,3,16
23503,3482,2,48
11144,2498,5,78
32867,2723,4,89
24634,2559,6,39
13225,3789,6,18
24352,281,3,86
46163,540,4,34
30192,2778,6,93
34597,1634,8,99
38742,1803,2,60
10427,2748,7,95
28956,2349,10,8
10489,4528,2,54
5458,2462,6,10
48412,4276,7,88
8006,3239,1,78
9557,1208,9,88
37211,954,7,84
8225,2337,8,33
7680,1726,2,35
14283,3749,7,81
12428,2031,9,67
48806,2339,3,67
35273,2514,10,50
49928,4052,5,96
8284,1411,1,93
28461,556,9,28
18106,1822,5,53
26484,3368,9,22
6975,2978,2,63
21337,4419,9,65
35011,4570,10,8
12989,1373,1,70
31909,3935,4,85
299,259,1,38
12201,2147,7,90
4888,3215,4,6
32630,4880,9,42
21601,4804,5,5
25766,4324,6,78
15007,3631,5,62
31823,3543,3,44
19543,516,7,50
6005,2797,9,82
40639,2370,3,57
22693,507,1,32
6781,1522,4,55
21888,4968,5,97
39521,694,9,84
47949,340,2,17
19695,3577,6,93
27696,2461,2,67
9729,3121,10,33
18188,4758,8,67
2971,3452,8,11
10248,2467,1,99
16995,2031,9,67
13161,3518,2,4
12741,3003,10,75
22919,1910,3,94
27210,4344,5,65
22276,1465,2,1
49262,338,4,12
32081,1696,1,10
15803,540,5,34
45098,3155,8,47
24810,433,6,94
20384,479,9,95
31031,3901,3,44
3807,1963,9,53
16088,3293,9,81
41284,2398,1,100
49182,4519,8,95
35408,3835,6,100
8052,1537,10,61
1101,2280,8,56
41847,294,6,16
24491,38,1,44
40705,161,4,89
14153,1774,3,27
25172,2229,6,23
40660,171,10,65
5690,2037,1,66
29126,601,1,57
10459,3494,1,69
3390,2255,1,65
19071,221,2,12
41885,915,2,6
11816,4619,3,15
32523,2616,9,83
30804,2390,5,83
47313,1895,4,62
33047,312,7,98
19306,4444,2,67
47628,640,6,16
15580,72,7,26
47799,2515,2,25
45619,784,6,58
47788,650,1,40
49948,2391,8,53
19664,161,3,89
49528,4836,6,10
39828,3068,5,97
38551,1886,4,8
43853,4598,10,99
10963,1117,3,36
1664,3616,3,98
31488,4361,9,96
42012,2097,7,51
11295,3659,7,26
46804,1150,1,88
26845,4516,7,5
5867,1841,5,94
14669,1210,1,77
28622,2865,4,95
6319,3751,5,52
17654,4840,8,92
14125,3325,8,86
49933,2002,9,43
48933,2622,8,57
45924,1515,1,77
40766,4348,7,38
28023,1312,9,23
38885,4124,9,83
47256,2756,3,24
2395,2135,3,43
1680,2001,4,67
16704,1079,9,99
6747,2365,5,23
24043,755,1,28
27197,1625,6,49
28569,1790,7,38
26560,4640,2,76
23709,257,9,77
42416,2749,2,78
7546,2647,3,9
44024,3647,3,14
24261,687,5,65
2182,4100,5,77
12539,5,2,41
23676,581,10,87
14270,2527,8,70
5683,4515,4,64
31896,678,8,21
20017,2416,8,11
14772,2636,10,54
47623,1362,5,3
30486,2171,8,64
11454,4668,7,62
21190,3068,1,97
45202,806,9,81
32922,4631,4,47
13330,845,8,11
31518,1639,3,68
34746,885,2,46
8847,978,2,56
3577,224,9,8
24614,1214,3,21
33829,2185,6,35
14937,295,8,51
42294,3142,1,7
3984,3391,8,56
42137,3299,4,67
14659,4289,5,60
2898,543,6,11
37944,1998,4,67
29752,4756,8,90
14281,1189,7,24
39003,3327,9,9
31490,4462,6,47
4274,4442,10,95
48410,4048,2,8
16593,1016,6,24
42195,1149,6,18
38810,2212,4,1
35910,2672,4,53
29458,2444,3,97
6277,4862,10,55
24897,4275,10,50
37353,2880,2,9
4175,1573,2,53
33316,4432,3,92
1977,503,1,10
10105,188,4,91
21454,4546,6,95
10167,2637,4,43
26089,3906,8,18
46954,3356,1,59
47558,3680,9,84
5013,246,4,44
23864,3892,10,82
34659,1302,6,68
39217,4836,5,10
38524,546,4,6
7357,931,8,39
34325,2515,5,25
22180,4697,3,21
39944,4989,7,3
9498,3717,9,8
46768,4147,7,97
11075,2146,5,3
38966,4830,6,5
