4944,77,4,23
3973,282,2,56
1801,164,4,21
1525,318,5,87
2052,487,2,15
3192,231,1,89
540,100,2,73
154,263,10,15
2510,34,8,90
1725,146,1,18
4472,184,5,1
2043,212,7,14
1676,392,4,79
1002,68,7,65
2820,264,9,2
4200,39,7,7
2670,371,1,39
2380,197,5,47
3643,386,3,22
125,207,8,94
429,212,10,14
4774,286,1,22
587,353,3,68
4653,445,3,8
1771,260,6,99
2483,139,7,44
3774,316,9,38
952,187,4,93
4730,128,10,36
2925,269,7,24
3787,404,7,49
3644,136,1,12
2,382,3,33
3494,247,5,42
1271,382,3,33
791,324,8,80
1100,352,2,87
4372,233,10,72
14,119,2,100
1771,292,4,49
1933,489,4,65
3825,272,4,70
3760,113,2,59
2092,22,4,58
4113,200,1,80
1815,140,7,40
3994,495,9,83
1971,284,9,1
941,260,9,99
202,310,2,23
4834,193,9,85
2933,367,10,20
824,498,7,84
3296,376,5,35
1030,403,2,43
2342,156,8,35
3230,334,3,19
3947,52,5,39
2626,1,2,54
2640,478,9,35
449,41,5,76
718,146,3,18
4796,371,7,39
2137,166,2,31
813,216,9,22
4678,264,7,2
1863,450,7,59
897,241,9,89
1535,162,9,14
3175,368,7,36
504,462,5,4
2720,68,7,65
4835,444,5,78
831,215,4,79
72,77,5,23
4598,150,8,34
2321,270,8,86
192,313,10,41
3222,373,9,28
3717,230,8,19
2826,270,4,86
4974,424,7,50
3568,79,10,96
4674,332,8,34
523,233,4,72
4752,23,6,100
1991,499,5,56
234,288,5,11
1486,22,6,58
883,440,4,40
1692,351,9,50
776,30,3,74
576,91,10,66
3897,490,3,63
2475,188,5,32
1043,32,4,44
60,464,10,35
3305,310,9,23
834,227,4,3
1516,25,7,45
1474,30,10,74
3928,65,2,88
278,27,1,69
4518,367,6,20
2428,24,6,20
1044,236,10,64
3547,307,1,97
2247,384,7,17
4406,314,7,32
144,142,7,76
2734,360,8,12
507,47,7,70
329,255,5,73
355,158,7,29
2145,361,4,4
2032,414,10,37
1180,86,2,59
1859,221,5,85
3658,383,2,54
4084,136,9,12
4462,377,9,67
271,228,5,25
3872,365,10,31
108,94,6,24
1828,476,7,69
3930,113,3,59
1355,195,9,82
1231,342,5,74
122,413,4,40
2923,147,9,46
2159,175,10,94
711,88,2,68
4504,186,3,55
1704,368,4,36
1661,304,2,67
4232,488,4,29
1988,405,3,30
3930,117,1,99
1422,460,5,24
3681,269,9,24
111,212,5,14
772,365,2,31
1973,11,5,67
80,33,3,1
2806,232,3,49
645,373,7,28
1888,257,4,97
2227,482,3,77
2334,464,9,35
3741,324,10,80
4099,253,4,47
2217,9,7,2
3044,55,8,19
3283,79,1,96
4241,331,3,67
4552,246,8,83
4800,38,2,62
2500,343,9,11
2216,380,3,10
4984,352,10,87
1964,413,10,40
1343,282,10,56
2768,238,1,11
13,222,3,40
1950,393,10,51
3006,168,4,40
559,119,8,100
2202,115,4,92
2311,359,4,78
3959,81,3,22
573,439,2,80
2297,287,9,71
3334,133,5,29
2975,225,1,8
815,141,9,50
3720,57,5,100
3109,189,8,40
1088,300,3,41
514,463,2,37
4206,54,7,12
3110,15,3,31
1809,342,7,74
4630,199,6,71
3676,302,4,2
4299,52,5,39
1323,302,4,2
1996,498,6,84
2847,134,4,79
3608,25,8,45
3308,159,2,7
4294,355,2,36
4066,249,9,58
4151,482,6,77
3699,144,5,33
4770,153,10,23
1201,448,7,77
4895,99,10,58
3748,71,10,82
1682,430,4,37
2680,246,9,83
4120,474,10,96
2381,405,4,30
163,101,2,86
1891,148,3,4
4911,484,1,93
3654,73,1,95
3552,112,4,85
1471,26,9,9
3481,330,6,65
4384,355,6,36
4019,395,7,40
4134,116,3,15
3167,327,6,25
1108,380,1,10
4143,483,3,2
2721,269,7,24
1038,387,8,24
3827,216,4,22
2685,142,8,76
1230,322,10,77
273,243,1,95
701,227,9,3
993,281,5,38
1161,61,6,94
37,261,8,41
258,188,2,32
3720,96,1,38
4984,389,2,18
4423,57,6,100
2622,344,2,58
3689,271,8,12
3271,359,6,78
3861,169,9,11
2418,15,5,31
4893,181,10,32
4074,359,6,78
318,317,7,62
2845,119,1,100
3581,427,5,33
762,445,7,8
2368,370,1,19
2657,215,7,79
4654,75,6,11
3223,338,5,52
830,413,1,40
1241,186,1,55
1795,407,6,59
4172,432,5,77
3315,117,5,99
999,53,8,22
791,74,9,84
1297,162,5,14
414,346,3,31
1020,13,4,40
2278,192,6,82
4346,166,8,31
627,98,4,80
4320,247,3,42
3679,418,6,19
2718,36,1,41
1491,277,2,95
4481,410,6,43
1384,192,9,82
122,47,9,70
1624,93,5,71
2392,255,10,73
3631,328,2,58
2956,404,6,49
3440,325,5,83
3343,369,5,36
1688,453,7,21
668,46,4,88
1789,454,9,54
1295,351,8,50
1128,90,1,70
3229,338,3,52
4246,428,2,15
1284,424,1,50
2837,153,3,23
4690,231,3,89
2860,166,6,31
1139,6,9,45
4367,158,3,29
3532,115,7,92
44,237,1,1
1588,399,5,98
2863,297,7,51
3864,122,5,67
2365,176,8,48
1481,311,1,67
1155,388,3,37
30,339,9,52
4606,406,9,96
2736,115,1,92
3788,347,2,86
4085,33,3,1
2334,294,4,74
2549,292,6,49
4716,450,6,59
4291,83,6,59
4985,26,7,9
432,301,1,82
1399,256,5,69
3641,429,9,80
3459,306,5,93
822,440,9,40
3669,218,10,37
3347,231,9,89
2019,176,1,48
99,438,5,42
3881,27,7,69
310,167,6,17
1910,134,4,79
2907,474,3,96
1905,359,2,78
2786,96,1,38
1502,225,6,8
1065,187,3,93
4258,8,7,17
4232,478,4,35
2479,489,3,65
4665,59,1,58
3944,385,6,79
3486,178,8,24
3493,257,6,97
1784,433,2,27
4247,487,4,15
1277,374,5,29
3364,440,7,40
1020,10,6,60
4761,145,8,55
2436,432,2,77
1836,402,3,42
1525,145,8,55
1437,159,6,7
1117,185,10,28
2239,150,9,34
1994,453,3,21
1592,283,10,42
2887,482,3,77
802,314,3,32
4935,104,9,37
643,436,1,80
1804,376,3,35
4158,424,6,50
2996,405,5,30
312,389,2,18
4553,309,3,19
1713,241,3,89
2985,198,4,4
2730,146,8,18
1068,441,1,67
76,495,6,83
3764,105,7,48
745,86,2,59
2800,459,4,83
2451,464,2,35
1149,365,5,31
2247,392,10,79
3789,270,2,86
2292,166,3,31
4568,178,2,24
2234,236,8,64
1643,456,8,37
4701,421,4,97
4018,182,5,59
1318,50,8,85
1053,438,9,42
1029,13,2,40
1759,178,9,24
