3021,376,7,35
233,468,2,58
1700,131,9,20
180,109,9,31
3157,40,5,27
4677,242,2,56
3056,293,8,32
574,429,6,80
4630,478,4,35
3685,234,9,44
1151,494,10,16
4174,89,9,51
3754,390,2,55
2469,402,8,42
1857,417,7,33
160,293,2,32
111,421,1,97
4256,171,2,67
3651,454,3,54
3826,407,8,59
2560,424,9,50
1395,476,2,69
2923,19,5,54
2638,484,6,93
828,476,4,69
510,157,7,88
3468,173,2,12
1494,344,8,58
3574,495,10,83
2541,232,7,49
188,335,6,93
4905,158,10,29
1233,409,6,9
3172,72,5,62
2096,157,5,88
4827,330,7,65
4358,50,2,85
1041,423,7,71
4393,471,8,2
3753,264,1,2
301,104,7,37
3635,27,3,69
2798,213,7,70
3313,178,3,24
1981,498,6,84
4368,132,4,15
1565,254,2,72
4057,249,10,58
633,12,4,71
3916,108,1,7
3631,160,9,37
3055,173,1,12
4600,439,3,80
3412,403,2,43
3103,118,5,8
2646,28,7,43
3337,377,2,67
3970,202,3,100
3615,90,1,70
969,362,8,98
3792,317,10,62
819,152,1,34
152,375,8,64
2505,399,9,98
1680,45,8,6
211,93,1,71
2651,27,2,69
4697,464,4,35
3661,149,6,57
906,112,2,85
4409,483,9,2
3953,435,6,91
1662,143,5,92
1088,363,9,85
2107,86,8,59
1031,491,8,66
4837,154,5,3
2491,437,5,6
1639,236,9,64
4306,245,6,29
2540,220,9,48
329,20,4,27
1600,384,2,17
89,475,7,23
4557,180,7,79
2353,97,6,16
2065,141,8,50
2881,106,3,45
1124,417,6,33
2074,197,8,47
4358,64,9,24
4925,462,9,4
1061,264,1,2
4519,42,8,78
4319,222,3,40
142,289,5,41
2357,479,6,49
682,247,5,42
346,385,10,79
2882,232,7,49
2278,147,5,46
3708,69,2,47
2515,72,7,62
2281,48,7,19
2868,36,5,41
3999,480,3,51
211,327,8,25
4499,485,6,80
1398,27,9,69
4179,170,6,68
2514,250,10,35
3134,150,8,34
3250,199,2,71
2956,243,4,95
2179,383,4,54
1141,292,5,49
1961,274,1,83
188,428,10,15
4035,215,4,79
3,388,10,37
1963,257,5,97
4628,94,6,24
2997,66,3,4
3292,456,1,37
2768,140,7,40
3660,205,7,73
2549,31,3,31
1765,210,9,70
3820,327,10,25
628,234,4,44
4439,35,8,77
2643,182,3,59
3253,344,1,58
476,455,4,31
3980,122,8,67
3583,18,8,95
3219,417,5,33
3381,500,9,98
816,171,9,67
4130,239,4,18
220,96,6,38
2322,218,6,37
299,93,5,71
2819,182,6,59
3601,271,9,12
4256,9,5,2
4154,15,10,31
2885,485,8,80
4850,199,1,71
3074,15,2,31
490,61,9,94
3751,17,1,63
890,68,3,65
2633,485,5,80
2040,50,9,85
3156,281,6,38
1967,197,3,47
3416,361,6,4
2199,126,4,49
202,405,3,30
3962,489,5,65
1870,122,4,67
1376,273,1,32
823,193,6,85
2574,406,9,96
4676,145,10,55
2239,454,5,54
2237,161,9,49
1544,44,8,20
3582,349,10,7
2296,154,6,3
2230,6,6,45
3786,176,10,48
3741,217,1,89
990,52,8,39
163,115,4,92
3317,311,5,67
3498,481,3,28
387,214,5,71
2951,322,9,77
2738,389,4,18
831,172,1,66
4137,79,9,96
2450,1,7,54
3092,22,3,58
87,398,6,42
4444,423,9,71
3609,405,9,30
4197,350,9,58
1254,71,10,82
3793,53,10,22
3048,151,5,76
1962,326,3,22
1923,206,3,84
2344,43,9,21
962,74,1,84
853,76,9,6
1697,319,8,98
2490,276,6,91
3736,257,4,97
1598,417,2,33
1012,473,10,56
3734,64,10,24
2725,450,9,59
3606,278,2,79
4041,248,7,85
4846,164,4,21
291,196,6,97
3521,44,1,20
2398,57,6,100
1625,194,4,13
671,318,3,87
4790,392,3,79
903,439,6,80
1661,87,1,57
1080,108,10,7
3534,271,2,12
2082,309,6,19
3659,325,6,83
3589,444,5,78
269,136,3,12
1690,394,4,97
3367,457,2,65
1549,274,2,83
1073,157,5,88
1192,76,8,6
1131,93,5,71
2112,465,8,85
3342,169,6,11
1895,18,5,95
3790,79,10,96
2787,378,7,10
2474,370,8,19
4350,449,1,57
2166,445,4,8
1186,275,3,82
3875,387,3,24
512,283,6,42
304,225,5,8
503,213,2,70
3265,244,8,35
2935,87,1,57
240,389,8,18
735,378,7,10
2042,310,4,23
2807,324,9,80
1490,100,5,73
2540,263,5,15
522,428,7,15
1045,9,4,2
2611,248,6,85
4942,493,10,50
4133,379,2,32
3304,226,10,98
1956,360,10,12
2811,272,9,70
1802,370,10,19
608,350,4,58
2341,475,6,23
3702,389,2,18
1740,498,4,84
3627,101,2,86
2322,360,6,12
3828,45,7,6
1911,481,1,28
478,453,3,21
1077,313,5,41
4986,44,1,20
3492,351,7,50
2335,80,5,68
3583,106,6,45
2218,98,6,80
394,457,2,65
4297,109,9,31
1932,269,3,24
1581,246,6,83
4818,69,7,47
705,392,3,79
4915,244,1,35
1612,244,7,35
1423,204,6,19
237,452,5,21
3959,400,10,83
4679,389,2,18
1695,379,3,32
1196,428,7,15
2165,310,10,23
3127,423,10,71
1633,318,2,87
2360,222,1,40
3018,341,9,76
2863,131,3,20
1637,162,9,14
3087,45,5,6
40,2,1,94
4133,329,4,91
969,289,9,41
3256,353,2,68
2381,388,3,37
1335,390,3,55
4070,213,6,70
2067,114,7,96
2297,399,8,98
1634,115,3,92
3311,251,10,50
1593,493,6,50
58,132,8,15
1268,425,3,19
2850,158,10,29
1346,295,1,72
3053,403,6,43
4402,409,10,9
1366,31,4,31
3621,372,9,73
1995,433,5,27
2052,444,6,78
1209,255,9,73
3466,368,5,36
2822,310,4,23
1517,469,2,76
4331,208,4,55
2011,206,1,84
1926,119,9,100
1175,39,10,7
923,387,3,24
896,197,4,47
837,358,2,100
2043,45,1,6
2957,462,9,4
4922,41,8,76
1428,130,7,30
3407,356,6,4
3462,199,8,71
1310,254,3,72
2455,365,8,31
1577,237,10,1
1421,448,9,77
859,272,8,70
3052,89,9,51
1737,40,5,27
4646,377,7,67
3903,128,1,36
524,474,3,96
2123,193,5,85
3701,453,9,21
1514,58,4,88
3939,155,2,99
1722,165,9,28
429,385,5,79
1374,424,4,50
306,397,10,6
4784,5,2,45
4427,284,1,1
1950,323,7,98
3182,338,5,52
2803,448,8,77
2771,259,4,49
2379,242,10,56
1156,491,9,66
1714,303,7,66
606,5,6,45
181,309,8,19
4132,347,7,86
4622,299,3,50
2574,79,3,96
3902,46,1,88
16,432,3,77
4372,398,1,42
375,50,7,85
18,14,4,85
2464,407,8,59
2319,423,2,71
1986,306,7,93
2874,47,1,70
2955,133,8,29
3315,340,4,68
3848,315,4,28
2736,159,4,7
2459,346,7,31
3492,45,10,6
2096,475,6,23
3932,335,9,93
4726,430,6,37
1981,72,4,62
2518,171,6,67
2044,121,9,41
3893,200,2,80
4750,367,8,20
1065,35,7,77
402,47,2,70
2298,246,9,83
4998,230,6,19
2377,201,7,29
2127,76,10,6
1723,347,7,86
2902,107,3,19
1763,158,6,29
4221,277,9,95
1230,479,9,49
4550,464,3,35
3569,480,9,51
3843,483,9,2
1505,412,10,77
810,141,7,50
706,33,10,1
1008,96,4,38
3095,423,4,71
2565,26,3,9
1778,124,6,7
2002,205,7,73
4480,374,5,29
3142,36,3,41
2262,29,7,26
2120,218,1,37
1821,34,7,90
3904,200,1,80
3575,371,4,39
1218,312,7,83
2503,142,8,76
932,356,5,4
1338,383,1,54
2450,128,2,36
3403,54,6,12
2962,3,9,42
2953,490,4,63
4492,424,8,50
3972,70,7,5
397,271,5,12
4697,287,3,71
3145,488,5,29
1182,26,9,9
2165,346,10,31
2504,114,10,96
2569,203,1,91
3267,139,2,44
558,311,10,67
4033,449,4,57
2174,204,5,19
3987,357,5,63
4438,188,2,32
1015,308,1,6
1932,437,2,6
141,211,5,13
4829,93,5,71
459,173,4,12
3350,391,9,87
2548,308,1,6
4293,42,7,78
659,362,5,98
828,400,8,83
2496,232,10,49
1889,146,4,18
1736,339,10,52
256,462,9,4
307,364,4,55
891,16,3,17
4347,45,8,6
2887,251,1,50
444,468,6,58
3038,244,2,35
3964,388,4,37
3053,482,3,77
4779,58,3,88
2171,388,9,37
2575,137,8,63
4512,138,8,6
3922,292,10,49
2279,236,8,64
861,179,8,3
3302,483,8,2
221,18,8,95
3490,172,3,66
1260,184,7,1
4611,419,7,78
1821,434,6,61
2283,409,2,9
11,345,7,56
682,398,9,42
151,189,2,40
2952,163,1,8
4221,80,5,68
