1555,82,3,66
4206,329,4,91
4634,1,6,54
4202,187,2,93
905,397,3,6
2077,394,10,97
3500,186,5,55
1526,173,6,12
4647,113,8,59
2766,321,1,19
4961,372,10,73
3169,303,9,66
4349,298,7,85
4383,64,2,24
804,88,5,68
1228,39,4,7
4266,96,6,38
2621,475,5,23
32,491,1,66
1833,74,10,84
963,374,3,29
1224,375,1,64
1117,322,8,77
4517,449,2,57
3412,351,6,50
4927,183,2,67
4928,350,6,58
45,393,3,51
3473,465,10,85
2987,108,6,7
2405,465,8,85
582,193,2,85
1336,416,8,88
2831,283,2,42
4372,84,1,86
4597,180,6,79
2414,260,5,99
1980,410,1,43
1933,225,4,8
870,35,6,77
3308,18,2,95
3234,360,10,12
241,5,8,45
4568,225,10,8
1029,479,6,49
427,245,1,29
4583,487,2,15
3557,497,4,52
862,378,3,10
4121,266,5,38
3383,1,1,54
2272,372,3,73
1465,353,7,68
3695,494,1,16
2783,92,10,37
4960,101,8,86
1895,466,5,81
3004,83,1,59
2944,52,4,39
1154,369,9,36
4336,135,2,71
1211,320,8,62
852,453,8,21
68,300,8,41
1385,69,9,47
1656,107,6,19
3238,60,7,77
1284,119,2,100
3763,289,9,41
1085,406,9,96
1734,130,10,30
2679,60,2,77
3835,342,3,74
1042,131,6,20
4488,362,7,98
1486,281,8,38
4379,243,7,95
3995,171,3,67
2912,120,7,82
1747,104,10,37
1883,105,7,48
2115,169,8,11
1180,194,4,13
4154,211,7,13
956,242,1,56
1117,172,6,66
2910,87,5,57
2883,416,8,88
1450,93,8,71
59,81,4,22
2821,195,10,82
3405,220,6,48
1772,37,2,28
3679,2,8,94
2495,217,2,89
4685,339,7,52
4458,345,1,56
702,369,6,36
3725,153,8,23
316,116,7,15
4315,218,4,37
780,189,1,40
3186,413,5,40
4375,418,6,19
2745,208,6,55
1874,236,8,64
2850,276,10,91
4040,283,9,42
2154,175,2,94
3924,85,6,7
3668,22,8,58
3474,324,1,80
1166,94,7,24
2031,60,6,77
2339,462,7,4
4306,386,1,22
3375,434,9,61
279,489,7,65
4743,10,9,60
2578,240,6,45
1977,469,6,76
1695,435,1,91
3443,169,7,11
4144,111,3,80
3815,454,4,54
3849,122,2,67
4842,228,6,25
828,220,7,48
814,145,9,55
4892,116,3,15
52,323,6,98
527,357,10,63
4553,460,9,24
3325,28,5,43
4335,467,8,83
1048,339,8,52
2345,417,4,33
4717,41,5,76
2355,389,9,18
4256,298,2,85
3152,187,2,93
3186,23,6,100
3070,246,9,83
4670,42,5,78
4514,404,10,49
4266,407,7,59
4929,265,9,81
1717,446,8,53
4384,257,6,97
730,366,5,16
349,102,3,73
4745,173,5,12
2977,333,3,55
2156,443,6,92
14,28,1,43
4593,310,3,23
4118,248,10,85
30,301,5,82
4939,3,2,42
2951,41,5,76
1305,360,5,12
4455,62,4,2
2030,498,2,84
4,399,10,98
394,251,2,50
4732,301,5,82
2630,200,7,80
2983,189,2,40
943,335,10,93
3144,452,1,21
4967,26,6,9
3420,15,2,31
